id	label
XiQhJPkvn1I_000654	playing table tennis
5QeFh-ZAf8E_000380	blowtorch igniting
axSlCt0ZHVI_000151	eagle screaming
_1vudgh5RpE_000059	airplane flyby
tkq3HREJFi8_000071	playing trumpet
rNyJbdv2KF4_000060	airplane taking off
GvBjQc3Tywo_000130	playing harpsichord
CD2NWcdAcDM_000006	black capped chickadee calling
QK-mjNg8cPo_000050	playing banjo
tJT4SruI5Hs_000018	chimpanzee pant-hooting
YSsLH9_cisM_000236	bull bellowing
vfIylWPACmg_000088	playing double bass
YN5CTUvVDGw_000200	playing gong
CjuYza6dsvs_000030	crow cawing
8J4YSr55IbY_000009	baby babbling
ZahBai58_Ec_000330	playing accordion
NRJw5ZZMBnw_000030	lawn mower
2PHV2xNjGVU_000126	tap dancing
_DGLk4D-leg_000018	playing bongo
28ehZa0fzmo_000028	fire truck siren
LEZFcGFwJlc_000030	man speaking
aZj3L_Pjz8A_000100	children shouting
rNQ0EBdxPvM_000030	sewing machine
J6iYFxXuHrI_000654	disc scratching
Qx5trtkwnUk_000377	wind chime
5FlNBuS7YgM_000140	playing mandolin
j9Z63H5hvrQ_000010	subway braking
MMVkRbIJ8Ms_000000	subway
SNhfvhWPXNc_000030	playing electric guitar
LBXYlTnm0Fw_000054	lathe spinning
ll1dqj73iDs_000211	playing flute
dHebN5DsE2g_000006	wood thrush calling
VpuNCFDYgnA_000070	playing trombone
LA4CTzhrLu8_000008	mouse squeaking
knzA9iuVOdw_000010	lawn mowing
WeBPE7xdTH4_000012	chicken clucking
mFD6P7We2ww_000081	telephone bell ringing
favWHteInt0_000448	wind chime
DIAS8gDM8Hg_000003	dog baying
d4G_b-s_Odw_000030	people burping
aZfszZqR7i4_000120	metro
OhmcZInYYwE_000173	playing tambourine
HLxIwN7KAks_000020	people sneezing
7fLnFGd79-s_000056	chipmunk chirping
PeWX2XHqnTw_000005	playing double bass
Klg9f9U3kDQ_000552	whale calling
rPGgxEE2hjk_000118	pheasant crowing
o_kiCratdFg_000010	car engine starting
5Hr6HKMTS18_000400	child speech
39rXWSXGOyo_000080	cat purring
7V0G65FK2VQ_000000	tapping guitar
VeXcCHo5iMI_000030	playing didgeridoo
s9PftT7RgGo_000135	wood thrush calling
0CEsVHHkwww_000030	driving snowmobile
8ws1ligErwo_000000	cat meowing
rzxqz7XqLHA_000220	helicopter idling
SPXhFGrgAoc_000091	hedge trimmer running
sP0anQjatZQ_000032	chipmunk chirping
tptTsP3_G3w_000834	ice cream truck
1uhuVsFGe6E_000050	kid speaking
mnWYh3iPoy8_000020	chipmunk chirping
chtrHNfaT9U_000070	woman laughing
3qesirWAGt4_000020	dog barking
Ytblri7hn-0_000031	people eating noodle
KDgNhw175fM_000089	yodelling
B-1QW7g81gA_000030	playing mandolin
JgxnHxZXzrI_000011	firecracker exploding
aZNrJFxR9HU_000013	cat hissing
MI6mYvpTgCM_000083	alarm clock ringing
lQNWx4KRlz0_000450	subway doors closing
BHf4pvm-gGM_000030	playing cello
DJbFAoB4-_o_000170	people hiccuping
0bBJkY4_zs8_000033	elk bugling
bDpowdWB7lk_000021	dog barking
a23miUKGq6c_000042	dog barking
XMATVI0hyR4_000093	yodelling
dyX9ElZE7TQ_000070	playing clarinet
qfCsJyj-gJo_000024	playing timbales
U3OC4jICMlI_000020	baby crying
wOzgCyoi9l8_000006	gibbon howling
_547JTmvb9g_000030	people sniggering
AsghD21CFr4_000030	lawn mowing
K1WTjvf8hG8_000020	playing steel guitar
vmBkZflwViA_000010	playing piano
w1-Rli9XnlI_000068	playing bugle
1_xoCNmTn3Y_000012	coyote howling
1cwGW0cBdRs_000030	playing theremin
XI6TRMIk71Q_000125	playing mandolin
Dm8tMkoPiX0_000090	playing djembe
0FEd3Pd-ksw_000397	engine cranking
Ik2nR__c03E_000030	dog howling
gYxWz9JAbjE_000048	slot machine
oT8Vg7egGwI_000077	people booing
CljO1-A89-g_000030	cheering
X7RMG1-Srp8_000087	playing table tennis
oqCoWD5LptA_000001	bathroom ventilation fan running
mg2EyWA0Jxc_000030	playing drum kit
U37ysgI02r8_000020	playing glockenspiel
KdxSaA69fm8_000030	choir singing
5jpljP-cYyA_000410	subway
387WVkfK-5w_000057	cow lowing
qViEyqjnY3M_000159	police siren
2Bljhdt61Y4_000038	playing bassoon
YNwgT_8Vniw_000018	air horn
C46X66FU_Dw_000030	chainsawing trees
bY2cN3BgPsU_000070	people booing
EVX-0lgG7Zo_000120	playing saxophone
jkvXuu8XltI_000080	helicopter
Lvcjl09Esns_000198	hammering metal
0OH28bnOdEE_000058	people gargling
4v1VgwCvm_U_000030	female singing
8C4-ZFYWkcc_000102	wood thrush calling
oIUof9ZzRcs_000018	chinchilla barking
5055BM1GUWc_000079	wood thrush calling
M7NvD1WJQ7o_000070	engine accelerating
bjSuO7h7YTQ_000041	missile launch
Qm8bAH-0y3E_000024	yodelling
H3P5GZ8fMCw_000030	baby babbling
IBGfcPIw-KY_000000	dog howling
3gjFMkV2ucY_000030	playing accordion
ch4uegReLhc_000030	bird chirping
_L5Jp1l3kMQ_000061	elephant trumpeting
N0d1cK2k1Eg_000000	cattle mooing
7nQxWCn_dBg_000160	kid speaking
w6h01lI5TKQ_000035	people sniggering
3njuN-F2Ecs_000332	playing washboard
R1dfaoCfy88_000003	playing trombone
mYZyXIYEJAQ_000095	yodelling
pTY56E9D_cE_000154	crushing objects
d-4OPdDD7WQ_000026	telephone bell ringing
UIll96Hdmd4_000094	parrot talking
kwsgIBkX-3k_000300	waterfall roaring
0apGJGFHQO4_000067	playing violin
ZXsQAXx_ao0_000050	man speaking
1q8kkQhS97g_000140	playing cymbal
vJ29SrUu6n4_000036	lion roaring
QnR9JhVGgu8_000348	car engine idling
QS31Gm9tIig_000000	machine gun shooting
svnqpdO-7fc_000066	chinchilla barking
14tRPoQA4q0_000004	baby laughter
rO0jmZHwV8Q_000120	people sniggering
ro_xNfE2_8Q_000219	parrot talking
q2ATPV_el44_000080	playing electronic organ
cQqDrbtd9Ec_000050	sharpening knife
89PzuqeWWYQ_000024	people battle cry
5BaYRFSfA68_000206	electric shaver buzzing
QvpIrEHvZWI_000171	disc scratching
EktnWQuAjdI_000030	playing flute
zpWuikVorYg_000032	elk bugling
0Wkk9iNzA9c_000030	dog growling
SuRVsbK22io_000320	people burping
JHM3zMBQxTQ_000030	playing harp
yKKMhxuHcJ4_000041	telephone bell ringing
DC4_1CHRcx8_000196	dinosaurs bellowing
QdBB80CWUWU_000201	lip smacking
xS0uJ2FiPIQ_000004	airplane flyby
KBOdG9xNLaA_000006	dog baying
LdpRTw1ieMI_000030	crow cawing
9R4qwSl7u2A_000480	turkey gobbling
qkvIEmIRP4g_000030	fire truck siren
XOj6xGKEsUw_000035	coyote howling
i-g4r-1mKcg_000214	popping popcorn
mW5_chAgg8c_000120	playing ukulele
NynrI4Tm9zo_000052	playing timbales
P8Uwpp00DBk_000000	pheasant crowing
i-L8ZreRItY_000009	chipmunk chirping
yInXc5FJNyc_000129	train wheels squealing
x50I2W-Ahek_000241	playing bass drum
AmipJSk2B-o_000005	driving snowmobile
iosDKvAHUCI_000012	ice cream truck
RcVJVUfXWgU_000120	playing hammond organ
FJ6cTKn5MUw_000010	waterfall
yc4mmvlO39M_000030	woman laughing
plfLL0Niy9k_000110	lighting firecrackers
GBifExKnaWI_000001	car electric window
9y2BI6yaNkA_000114	smoke detector beeping
9JAatGaveSc_000035	eagle screaming
9jrTswHdg4I_000290	hair dryer drying
dzah9kCDVJs_000540	hair dryer drying
SmzESvmFENY_000024	housefly buzzing
3O7CzEL0pXA_000421	people marching
Guwl5G6Wr4Y_000030	playing cello
skSyu-Q5nZI_000000	cat purring
rvjDcbLtU5I_000079	crocodiles hissing
E6QQRZHrx6s_000030	dog growling
lX7W1jwY6-8_000658	slot machine
PrAm5YVvXx8_000010	dog howling
18r-Vtspi8g_000030	splashing water
l7oD9WX-1CU_000010	people sobbing
Dbo9tI1f2mo_000083	beat boxing
_QsEc34hEik_000053	tap dancing
gQKWGk5HBcs_000220	child singing
RpkcGOcFHIs_000002	people booing
SXeSsEP3ieo_000145	elk bugling
oEFUBoCTThI_000002	bull bellowing
mv_YCUYtGaA_000408	playing bass drum
nbS9NjA7Ywg_000078	squishing water
3ypSlMWAZeo_000239	people marching
QHmGUrpOgAU_000070	playing mandolin
MZ7yHPG9ThU_000017	people humming
5d8P-k6MNIQ_000120	playing harp
e03gY44qb9g_000030	goat bleating
MB23r3XMRNU_000023	dog baying
loKkvegkPJ8_000030	people whispering
JV2OwVsxY_0_000000	otter growling
AMvZ3ANXNW0_000320	railroad car
bC1qDfkRyEs_000087	sharpening knife
SUFOgc9Pkd8_000030	dog growling
OTBujHqhKhI_000000	snake rattling
GD8XWhkFC50_000030	people sniggering
S1glY1D9qDU_000035	hedge trimmer running
s2rKr07YOiM_000110	cat purring
TUpX4p-Ej_o_000336	train wheels squealing
DCftdpZ9lIs_000162	dinosaurs bellowing
1cxvg7qu0G0_000070	lighting firecrackers
C6Ex7oHBFdU_000030	choir singing
BfrgQGGlUMk_000065	people battle cry
WSuGM1DGvCM_000006	people cheering
_rgOfS3NOSY_000108	playing djembe
KsSbIGkUf7Y_000313	playing drum kit
C1pyHakPaIE_000030	singing choir
DqQT03hOLA4_000240	waterfall burbling
zk1GeJP6Y00_000000	sea lion barking
3-qCp_EP-5Q_000234	parrot talking
KuLE8odpCc8_000100	typing on computer keyboard
kwJKOXT5XR8_000255	train wheels squealing
jVG2woyJ5Eg_000028	people burping
6a5b72cfSbk_000039	dove cooing
FbwgXeLSRTE_000002	wood thrush calling
jBv48uOrgbs_000320	kayak rowing
3otUlQ4wvLY_000030	male singing
gmyjKCxNFwY_000030	playing accordion
_yL7bluGUFI_000014	people cheering
_JgY3UNXvVI_000030	people whispering
E-pIudhSCSg_000496	playing oboe
GG6XkHATIyw_000090	playing bass guitar
0Olm321vgk8_000030	male singing
8zIpoSKNOgA_000018	warbler chirping
ATYQeoKUFeU_000039	playing djembe
l30pHj4I0Ps_000580	sewing machine running
e5VbU4nhYa0_000003	electric blender running
ivmTP1YxO4k_000328	playing drum kit
vE_dAmxPPLY_000070	playing accordion
VXq0Dkog0RU_000023	beat boxing
4U7GK4-5No4_000046	electric shaver
6jirqq-c7E0_000290	playing saxophone
HVSrOlC3270_000045	dog howling
8aYRcSu-9Y8_000012	dog barking
rUU-ScAcnW4_000030	playing hammond organ
Up72EgZT_B0_000060	ventilation fan running
EWWyukVobq8_000009	people sniggering
YbZXTk6NgTo_000030	kayak rowing
1xS-iGBR2b8_000014	donkey braying
YjOOi6WAjtI_000023	cow lowing
NdiSW-p2I0c_000030	playing electric guitar
ypOiMHz2Lz0_000000	bathroom ventilation fan running
ioQdfK6Ae9k_000000	playing djembe
2xBIHi3oqy4_000030	woman speaking
LjxhswBV1UA_000020	playing ukulele
uRpkjgpWS4Y_000008	man speaking
wiOUhsE48-g_000461	black capped chickadee calling
ymuNh7Cwhrs_000040	dog howling
DWLJMnVOT20_000083	popping popcorn
cGzNyfp3mW4_000030	race car
jcKRIZHO37k_000082	wood thrush calling
QaKdsbkkmUc_000288	electric shaver
5G-00T0zJ14_000030	female singing
tgRjq29TIJo_000010	baby crying
wurA98TaEr4_000031	airplane flyby
RczMLTHyBKE_000250	train horn
8_vWCyWokX0_000079	driving snowmobile
DPdAsDw3chc_000030	fire truck siren
42vB40Fkdis_000076	airplane flyby
kTOX4xMk89M_000100	train whistling
KpzZokdRUuY_000040	people eating crisps
dIloYYVJIO4_000000	goat bleating
k45PjHhGXbo_000129	dinosaurs bellowing
6-RIiM19Be8_000160	man speaking
H5XxUukegis_000002	coyote howling
9fWNP6yAgrU_000003	woodpecker pecking tree
pPiZRPr_htM_000098	playing tambourine
Z8e1GUopzRk_000050	baby babbling
t8BwqzzqcDs_000108	people booing
ZNEEzZXROTo_000058	people cheering
VBQPcmmUkkg_000010	playing harpsichord
YD0freJ-4q4_000041	baltimore oriole calling
HKhBeY4I830_000009	cat hissing
X3Ukm37HbE0_000030	playing zither
61d0zvVfnVA_000140	tap dancing
2KEg1a42Wx0_000288	cat hissing
UY4v-zjlnlo_000010	playing violin
CPVPmzfWJhQ_000020	playing drums
Iu1k5XJoeXk_000000	dog barking
qRW1-q1SU5U_000043	snake rattling
SDhI4yyHlEM_000508	male singing
2qHRJAQDCDo_000095	lathe spinning
aKZ3NJi8GVU_000000	baltimore oriole calling
W6iwVLm51-k_000030	woman speaking
72baZt5rKAs_000260	gibbon howling
6azSzS5ZjN0_000051	disc scratching
nXY2Vrfm0vY_000001	slot machine
z6oOz1AYk7Y_000041	smoke detector beeping
BxtN7sKDt5E_000030	people sniggering
Ap9gDgwq1DU_000030	motorboat
kRqRKQoKluE_000033	snake hissing
B-yqXExuYrk_000405	playing bass drum
2T8OhRXZDTs_000030	playing zither
cVQsteRY8F4_000020	skidding
ztlvu_7eQIE_000164	electric grinder grinding
FMLhPfYb-oY_000030	lions roaring
U-Qe9aNkrdE_000030	woman speaking
V7M8J64sUZs_000077	people eating crisps
p-C-Nal08lU_000030	helicopter
YIN5D9ffrtE_000031	coyote howling
y7BjYF0OAv0_000237	airplane crashing
LAeWwMC2EaI_000030	playing electric guitar
0olhNr566Z0_000018	playing trumpet
n51vOkMOXdQ_000039	yodelling
Qos5iZOP66A_000340	car skidding
GydL9SSi7U0_000070	dove cooing
573QotnRHDY_000030	playing zither
rpoClsGXZWA_000000	warbler chirping
hH6thMA3640_000120	playing banjo
ACWNRYsyMGk_000030	people finger snapping
WMZ3ZAMcE3s_000220	cat hissing
ljQ1uYYhtxM_000164	telephone bell ringing
hTxXqAik2UU_000058	coyote howling
Wg2l9hxzqH4_000301	dinosaurs bellowing
OmlvTSN8aeo_000033	wood thrush calling
FrnRa5sseEM_000104	playing castanets
qEJ_jxZzt7k_000030	tapping guitar
LyravGP_Li8_000264	electric razor shaving
Ncdv7wCGgYE_000030	vacuum cleaner
KxxDWc08nSo_000028	playing guiro
o505NNzv0TI_000035	playing timbales
eIxOyj3LfJM_000007	police car siren
CTWtiwntfgw_000030	fire truck siren
KI9v2anRrw4_000048	alarm clock ringing
nVpU4g6jWu8_000030	turkey gobbling
2JpvRGz5Dq0_000001	snake rattling
yOP7z54BXYo_000030	playing harpsichord
bRCzdN1jfk0_000000	alarm clock ringing
_-_5kbw2Mcw_000000	people coughing
a23miUKGq6c_000003	dog barking
0glBUluF4Yk_000175	fox barking
ED8UQJIMgeY_000521	playing steelpan
gLifHKl6khE_000034	wood thrush calling
HoO07sydAZI_000030	bird chirping
kI04KR_InWQ_000000	gibbon howling
QUygd54m8uc_000112	playing trombone
L7wH_Co3RXY_000004	horse clip-clop
4ZJrKmDGdA4_000140	people sneezing
0jy-sVREk4o_000030	horse galloping
V5a0OUeceeY_000042	snake rattling
vh8Uh1zTLQw_000035	bull bellowing
9tDqkjQLtNM_000096	train wheels squealing
NDovY5OEt2o_000030	fire truck siren
E7m7feGvswI_000229	people eating noodles
sosmMya-v6k_000782	people cheering
BoFlhQi81aQ_000089	dog growling
I3OYmetiXqA_000597	woman slurping
frCqvzJkCUQ_000053	playing tambourine
asrePkOXpU0_000049	sea lion barking
5CffrmMy0n4_000142	telephone bell ringing
5JHMkSN2rdc_000074	chickadee calling
190Zx0wVrhQ_000003	cat hissing
6ptv5WYOzoI_000023	train whistling
xvVz2LbGiMM_000167	people gargling
7R11YUfwU50_000164	otter growling
jzaDcRQkQEA_000089	parrot talking
bpxK2ub-qCs_000030	speedboat acceleration
2vycuIKwnnA_000000	bird calling
yLazKv68TeA_000078	people eating crisps
BaBT2r8L6E4_000013	pigeon cooing
EFSxZd_eGjM_000017	dog whimpering
534-Tg2cSto_000030	child singing
XVi3kxnZ9h4_000045	yodelling
3AzacBprTzU_000060	dog barking
Nsjm00Bwebo_000140	bird squawking
2YXcqoFlYFY_000160	fireworks banging
DoT_HlcSeck_000030	playing electronic organ
9oeGmqm6g8E_000080	train horn
oEMLpCOWrqY_000030	cat caterwauling
51NV5b5e5As_000050	cat meowing
gl9j63Ln1y4_000144	person eating noodles
2ZZEtUCIkUw_000030	dog barking
vOzH8Cfagng_000054	chimpanzee pant-hooting
0_B2YnBAz3A_000220	people sneezing
INCP-fQ1HDQ_000007	children shouting
BMgYWTTJv3s_000240	playing clarinet
lNTgZsEJqEo_000103	train whistling
X1aRTyM821w_000024	thrush calling
Zy-yrZ6h_g0_000036	chickadee calling
t_RxQe51MVo_000010	dog baying
ZPO1zpDqQ8I_000080	ocean burbling
vORveL941KQ_000010	people hiccuping
AcNCcWJezXI_000030	playing harmonica
LFYRuK8YstI_000030	playing banjo
MKXeCiPtZwo_000280	child singing
Az8NdAwKHzo_000008	lions growling
opSdcEJ1UF0_000371	people battle cry
fkGPfJmuElE_000042	playing glockenspiel
QNRche7AZkM_000270	man speaking
C5enZKUmB4k_000030	lawn mowing
4BFOgNwhpkQ_000303	eagle screaming
b2kGVB2Pz0Y_000249	parrot talking
kmV2hj-I7Xo_000097	playing violin
J66wMnYRl7s_000306	electric shaver
kxTwZeZxuvo_000036	housefly buzzing
6gBqjgsHL2k_000030	child gargling
u-VdtPI08UM_000004	hedge trimmer running
aajx_w7vgjA_000003	cat growling
9grtLEqt_RM_000330	people belly laughing
zY2CAiwNJ6A_000030	tapping guitar
s9GDIk99v54_000045	playing bassoon
D1VQAb8CfWM_000008	cat hissing
aUG81LArlcM_000049	baltimore oriole calling
ILv7AQF-ltI_000030	owl hooting
_bBUW5C5yW4_000053	elephant trumpeting
9-rrXPvMbro_000076	playing bassoon
7sYsxcdTcXY_000056	playing glockenspiel
hSAgDYarzOs_000060	helicopter flying
Hm6hH83SFGk_000010	people belly laughing
XA9I4QiBuWQ_000132	playing double bass
pBVTBsWiHdk_000063	playing mandolin
feMC18447Ec_000024	airplane flyby
pGnTEZvUcuo_000163	train whistling
wFmekjmLAp4_000030	people whispering
Cqb1zyyTiHw_000011	bathroom ventilation fan running
JRIKh0r_We8_000098	playing congas
i99_Kgi0WIU_000030	people whispering
bcBixpb5TdI_000113	pheasant crowing
NwGcF_Ud-ig_000000	starting motorcycle
UfMr4FFsS28_000021	cat meowing
YBd5lEnpT_8_000000	cheetah chirrup
Le2MGWRa_SE_000030	cat hissing
p_6nbBAJNxI_000032	otter growling
_Yy8LLBGm60_000049	magpie calling
y0d6Crj5U8g_000069	driving snowmobile
h8fMUaesCrA_000168	playing trombone
Ys9Tvftkin0_000070	woman hiccuping
BBgW_3zDdto_000030	playing trumpet
JEWRZmHMQkY_000166	bird calling
RncwRj1HhQc_000337	woman eating
K1PzpuR6CqY_000010	playing trumpet
2Jpg_KvJWL0_000030	reversing beeps
ILKdRNizGCs_000594	people slurping
HQSHJVH2x4w_000024	lathe spinning
fakJJOOLBhw_000140	elk bugling
uJkw2pAMaBI_000020	lions roaring
SA18ixsI9fI_000044	ice cream truck
HNtNFaXeYQ4_000140	playing harp
edKvAj0fYxQ_000030	playing acoustic guitar
5FEZg17q5hA_000260	cowbell
7Soo7mXCnq0_000063	airplane flyby
omd7aw4XjGE_000424	playing congas
gNx6DV8EcF8_000107	airplane flyby
eJwNvNpCMN4_000030	hair dryer running
Ce2fbtvF_TI_000136	playing glockenspiel
mh6JxDJ0Bno_000030	woman speaking
k1vIk-7zyNE_000159	train whistling
h_Q_2UKcQX0_000368	fireworks banging
6rpRjYMA3n4_000073	disc scratching
WJIcGFOnRXs_000040	pig squealing
ff7CHJ9kvnk_000003	playing djembe
M0YbiT8Z7d4_000204	playing erhu
jXSblZUHZ-8_000017	dog whimpering
FFSWmryaZ60_000030	engine accelerating
AwUYzbOW5WQ_000006	playing tambourine
28p0DrP3KgI_000021	electric grinder grinding
mC0O0048pPw_000029	magpie calling
FF2bhR7s3VY_000030	water burbling
39jhSrtRm70_000079	playing timbales
jy9DUEVrrIQ_000192	playing djembe
kYXS4eqiMyA_000507	train whistling
QOqlkqTR82Q_000000	machine gun shooting
HUm2vzjI6DQ_000220	vacuum cleaner running
bqMgL5qmZ-k_000030	playing didgeridoo
vf6_C1USc60_000280	machine gun shooting
RxhbTLS3rNo_000002	dog growling
Oc9azgD3RJ8_000030	people babbling
oBsTZmqrpFQ_000070	playing drum kit
CIJ9L83uKtE_000030	lawn mowing
WxFEd6umyB0_000001	snake hissing
EN_fOMt-IVE_000060	singing choir
GIvdJOuBLgI_000340	lip smacking
ov4fdnGwzWU_000520	playing trumpet
R0NOe1JIC1U_000056	children shouting
WsG_Mg0VDn8_000025	car engine starting
MCa8xcBlBe8_000030	fireworks banging
5DW8WjxxCag_000030	reversing beeps
blT66g8x458_000180	ocean burbling
0kQkVbOikzQ_000004	airplane flyby
DIooS7FSHYk_000030	playing bass drum
rdVo1ikBoJA_000000	people sobbing
aDsnFA2GDQw_000153	playing cornet
Cmb7oRnRLio_000034	whale calling
sS4SfCOFWxw_000030	people burping
bl5PHVntD70_000009	housefly buzzing
KxzuJRh9GaQ_000030	owl hooting
RhmN8ktt5FI_000320	church bell ringing
R3ykwo65XIQ_000560	lip smacking
cTrxMjSFgB4_000043	playing cornet
xXGIKM4daMU_000030	driving motorcycle
K6KbEnGnymk_000030	playing theremin
AznWFbIOSZw_000030	sewing machine running
vCsS20WJfBI_000030	car engine starting
NE_DQerjrVU_000020	playing hammond organ
3mCWARDySc8_000059	playing violin
21I0YiLHzvg_000038	car window closing
_2hXtglCsD8_000016	snake rattling
N_bWjtccFg0_000020	dog growling
d0Uz_RnRV88_000460	playing acoustic guitar
apiwldD6mRo_000020	cow lowing
idmwtF7qPLI_000176	parrot talking
jUjEZr4O6fU_000030	chainsawing trees
VulCKZgWspc_000080	car passing by
h1QxsOmXVCE_000187	airplane flyby
5AdvAAdZ8Xs_000570	tapping guitar
N8iIq2UzZLk_000030	playing acoustic guitar
0H814XXq-WQ_000030	crowd cheering
2RHarmH7DEk_000024	woodpecker pecking
OkAT5LKBbIE_000190	dog barking
Rj8hpFBBSi0_000092	snake rattling
4GclkzsR830_000030	car passing by
hBQFoDI3NMI_000030	tapping guitar
a5vTn5286-A_000080	skidding
pK5UyBgIZQU_000071	playing tambourine
ryskM4LGrtk_000530	playing tambourine
Rg971GlT_Ro_000021	pigeon cooing
ovmrWtaq3og_000017	playing cornet
9BGpWG8iqpQ_000000	people belly laughing
8VbxIzaSHfw_000030	playing zither
i0uH_RoDvqM_000030	closing drawers
Kt3KMQU1hJQ_000260	playing harp
fK39zLd_OrM_000706	train horn
r6bYfNqe_iQ_000435	train whistling
_XA3BaNyf4Q_000069	playing violin
H_-2X4LNDH0_000001	typing on typewriter
BNfeHeas6hA_000076	lions growling
o1psbzO1YPU_000065	housefly buzzing
JXZuAd9Lgew_000020	dog barking
9J8sce4390s_000106	playing washboard
AhlnqK6ONro_000030	playing didgeridoo
MqJra27MtFc_000000	wind chime
I0Rj_topRmI_000005	telephone bell ringing
2Vg5WTQZqwI_000022	playing double bass
f9gjQDw0I5Q_000419	playing castanets
Bi9gmCJNqDE_000030	playing french horn
pL4zRe6Purs_000070	playing flute
TGrNNgXVp44_000077	people eating crisps
Pvsrn7bxz9Y_000024	chinchilla barking
0K92tp-4GEk_000108	bathroom ventilation fan running
YGv1xUgz2pY_000045	playing tympani
2C4aXzGI2eI_000415	fireworks exploding
gPekns88rQA_000270	cowbell
3vpG1PgFF34_000030	playing harpsichord
Dx13FJh7_tU_000022	owl hooting
GvegcC3HzLA_000058	sea lion barking
KDE80kI1Kf0_000040	owl hooting
tZFs-kLTpyg_000003	train whistling
gklbB7TYoK4_000030	baby laughter
AGA3hiGZJCo_000000	helicopter
ba6ArmDZjW4_000314	forging swords
2BR2Ivk_EFA_000021	owl hooting
2mQ1JOOs6LE_000054	playing congas
1obzCbmFpa8_000410	baby giggling
gFs6lRAQsLg_000160	people whispering
YLGxmdhFdrY_000025	gibbon howling
2Vu6HtlYio4_000219	snake rattling
B22gKoTyOfM_000030	fire truck siren
HOhpKjQWqxc_000030	baby laughing
fybJWy6rywA_000089	alarm clock ringing
zgM0pD0JIqc_000015	train whistling
VWTGBdK9VK8_000009	sea lion barking
ZvOrojEQueY_000101	otter growling
6HQqly6duac_000199	playing guiro
Y7aU3aCEf5A_000030	playing harpsichord
8-DsEUYJMJo_000442	cuckoo bird calling
YUcV-grp898_000009	typing on computer keyboard
aLL-B4ul-Dg_000620	person chewing
gf1y74QzhTI_000030	dog growling
iNFsYjfTRlA_000030	pigeon cooing
JebRsHS1xic_000144	playing bassoon
GsBd9c0-Mk4_000330	playing harpsichord
qAOjOLJDHYw_000030	crow cawing
9cYVBOJmXIw_000030	man speaking
TkrtTUPxHNI_000030	playing harpsichord
4wozMD0enDU_000000	otter growling
ZZhkohnlobs_000382	penguins braying
tk1WqHXdPuY_000015	train whistling
iPuIoRYYBfk_000030	people whistling
qxnBcZ0CETg_000171	airplane taking off
kQ7tkcg8Xag_000300	people marching
6GjsjhAbXRo_000020	dog howling
D5Zi0Mfo0Ts_000048	grinding
1Isq_KJHriU_000016	dog baying
QEcZFvGVGf0_000111	playing theremin
bXTlmnjGx0Y_000107	crocodile hissing
UoRitfnYmKU_000030	tapping guitar
pUn8YqN2meU_000059	playing cornet
tYCgvipu3ko_000043	snake rattling
z8Wjdss5uMg_000010	playing piano
Us0qIYoVRvU_000144	slot machine
9Vj1UPzlrTc_000030	playing harpsichord
LPjblqE3xHk_000218	dog barking
yrscqyUOIlI_000000	ice cream truck
YY3DY_U9oBk_000049	warbler chirping
8VoDhx0Zsxc_000030	turkey gobbling
1woaZGPrY9g_000002	car passing by
nSBDyxxscks_000220	woman speaking
Y5oaCVCDhYI_000033	whale calling
h0vsyCyimhY_000155	people eating crisps
luSAuu-BoPs_000232	squishing water
JrbVM5zjdug_000030	tapping guitar
Jgg8HRAvNQM_000022	playing cornet
4k74Cvw2rLU_000160	bird squawking
Dtj3xlb92Vk_000070	playing timbales
ZT3jQW3tvt0_000015	canary calling
LvpgSdHLuCY_000320	baby laughter
NJJg575V_fc_000080	playing tambourine
o4SLkvEa8Mk_000184	popping popcorn
9zPrLhdmgpg_000031	slot machine
cb2348GeL-8_000172	playing ukulele
oE64sF3UtfU_000010	people hiccuping
_k2hN2MlHoA_000030	baby laughing
DcMUa81JfBE_000010	dog baying
LjzgGsaVCP4_000076	elephant trumpeting
ADjyDcauxzM_000030	dog growling
6l5RWxeju8U_000020	air horn
HAkUrI9yU8U_000062	airplane flyby
TsHBKTYuBUM_000062	whale calling
Rdu3_LWIlgE_000400	railroad car
YsHxZjm-zg8_000120	playing violin
My0YmR6tYAk_000060	vacuum cleaner
lcGYtyHeKR4_000055	wood thrush calling
6OgSNQOTw2U_000060	train running
gcyPMu7k1LM_000184	playing timbales
lAA0QneMahs_000038	playing shofar
4q9NPjOpWy8_000146	wood thrush calling
aIKqoPShvNs_000070	air horn
B6d2FiFv8tU_000002	donkey braying
IyL7GafTLfY_000030	chicken crowing
59iKy1LlNpo_000031	playing erhu
M4QNImtbFlQ_000030	lawn mowing
y2c2SzM2Mng_000054	woodpecker pecking
l6RTgFxEWFY_000181	race car
m4HJsIC5-x0_000345	cow lowing
lBftiRlNTYI_000363	alarm clock ringing
IGF__xZmktU_000167	parrot talking
ezUkPETm6cs_000030	driving motorcycle
Sb5nf9DkzTs_000050	baby laughing
5uUROIui4Z0_000002	ice cream truck
da-UIZplRqE_000030	playing gong
WaGwzEFsJLs_000246	electric blender running
BIFzpJ9D6-w_000063	people eating crisps
pcbfKzW8zFI_000016	cow lowing
fh3sWiAtViA_000033	tearing paper
9ZYj5toEbGA_000000	skateboarding
Sevpt7V3RiI_000004	people giggling
M61BBJpvvx8_000030	using sewing machines
Rj0cmUyZfR4_000030	mouse squeaking
fJEkkvr19I8_000030	people whispering
